USER_ID,SUBSCRIPTION_ID,NEW_PAID_SUBSCRIPTION_DATE,TRIAL_DURATION_DAYS,SUBSCRIPTION_TIER,SUBSCRIPTION_SOURCE,SUBSCRIPTION_PROVIDER,SUBSCRIPTION_AFFILIATE,AGE,GENDER_IDENTITY,COUNTRY,REGION_TYPE_LEVEL_1,REGION_TYPE_LEVEL_2,CLASS_FORMAT_PREFERENCE,CLASS_INTENSITY_PREFERENCE,CLASS_PER_WEEK_GOAL,DANCE_LEVEL_PREFERENCE,FITNESS_GOAL_PREFERENCE,MOTIVATING_FACTORS,MUSIC_PREFERENCE,APP_VERSION,DEVICE_OPERATING_SYSTEM,DEVICE_MANUFACTURER,DEVICE_BRAND,DEVICE_MODEL,APP_INSTALL_TO_PAID_SUBSCRIPTION_DAYS,NO_VIDEO_STARTED_30D,NO_VIDEO_WATCHED_30D,AVG_VIDEO_WATCHED_PERCENTAGE_30D,AVG_VIDEO_LENGTH_MIN_30D,PAID_SUBSCRIPTION_DURATION_DAYS,PAID_SUBSCRIPTION_CHURN_30D
4300921,00babed4-b541-4a74-b785-e3d4031f2034,2025-11-21,0,Monthly,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",4,Beginner,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""World Rhythms""
]",6,iOS,Apple,Apple,"Iphone17,2",-1,0,0,0,0,2,1
4291087,d0ddf8c4-202d-4a10-bec8-8b736a419200,2025-11-23,7,Annual,Web,App to Web,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""High""
]",3,Advanced,reduce stress,,"[
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone17,3",7,0,0,0,0,0,1
4303638,a0164381-e568-4266-b336-3920004b5e08,2025-11-23,0,Monthly,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",2,Beginner,Start my fitness journey,,"[
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""Pop"",
  ""Reggaeton"",
  ""Techno""
]",3.14.0,Android,Samsung,Samsung,Sm-S906u,0,0,0,0,0,0,1
4264652,acfdc017-3abf-46fe-8421-909e2fd9df31,2025-11-23,7,Annual,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",4,Beginner,lose weight and tone,,"[
  ""Hip Hop"",
  ""Pop"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone17,2",,0,0,0,0,0,1
3605323,7f05f1c3-f1c8-449a-9811-06f3af1591e4,2025-11-23,7,Annual,App,Apple,,35-44,female,Australia,Rest of the World,APAC (excl. India),,"[
  ""High""
]",2,Intermediate,lose weight and tone,,"[
  ""Afrobeats"",
  ""Bachata"",
  ""Belly Dance"",
  ""Bollywood"",
  ""Cumbia"",
  ""House"",
  ""Merengue"",
  ""Reggaeton"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone17,1",312,0,0,0,0,0,1
4030290,1029cc6b-59d7-4f7c-a2b7-bcb192dbb35c,2025-11-23,7,Annual,Web,Stripe,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""High""
]",3,Intermediate,lose weight and tone,,"[
  ""Alternative"",
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""R&B"",
  ""Reggaeton"",
  ""Techno""
]",3.13.1,Android,Samsung,Samsung,Sm-S936u,7,0,0,0,0,0,1
4283340,cbcf4f83-99fe-452d-9000-6bb9b74e03fe,2025-11-23,7,Annual,App,Apple,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Beginner,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Hip Hop"",
  ""Pop"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone14,3",12,0,0,0,0,0,1
4303136,0e196e88-9b9b-4021-8b9a-e860157a92b1,2025-11-23,0,Monthly,Web,Stripe,,35-44,female,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""Medium""
]",2,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Disco"",
  ""Merengue"",
  ""Reggaeton"",
  ""Salsa""
]",3.14.0,Android,Motorola,Motorola,Moto G85 5g,0,0,0,0,0,0,1
4289585,8ae9c690-b1f0-49d7-b267-e4c850acd077,2025-11-22,7,Annual,Web,Stripe,,,,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",4,Beginner,lose weight and tone,,[],3.13.1,Android,Samsung,Samsung,Sm-S911u,7,0,0,0,0,1,1
3562241,81309820-9da9-4e31-8943-e30cf73a639a,2025-11-23,0,Monthly,Web,App to Web,,,,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium"",
  ""High""
]",3,Beginner,reduce stress,,"[
  ""Alternative"",
  ""Country"",
  ""Hip Hop"",
  ""Pop"",
  ""R&B"",
  ""Rock"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone16,2",320,0,0,0,0,0,1
4291678,1483b13c-0733-4ca2-93db-9e57d4146cca,2025-11-23,7,Annual,Web,Stripe,,45-54,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",3,Beginner,,,"[
  ""Caribbean Rhythms"",
  ""Disco"",
  ""Electronic"",
  ""House"",
  ""Reggaeton"",
  ""Salsa"",
  ""Techno""
]",2,iOS,Apple,Apple,"Iphone17,2",7,0,0,0,0,0,1
4271298,998c7e3a-3302-449b-8459-fdf9999d8c62,2025-11-11,7,Annual,Web,App to Web,,45-54,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",5,Intermediate,lose weight and tone,,"[
  ""Bachata"",
  ""Cumbia"",
  ""Disco"",
  ""Merengue"",
  ""Pop"",
  ""Salsa""
]",3,iOS,Apple,Apple,"Iphone15,4",,21,16,0.678625,21.075225225,12,1
4046736,4e197846-c4ba-40eb-bfae-dd2e1ed7e0d6,2025-11-16,7,Annual,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""High""
]",7,Advanced,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Disco"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""World Rhythms""
]",6,iOS,Apple,Apple,"Iphone15,5",138,7,6,0.9067333333,35.502564103,7,1
4202339,c860da40-9f1d-4ac1-8707-74bcde54c59d,2025-11-08,7,Annual,App,Google,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",3,Intermediate,lose weight and tone,,"[
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",3.13.0,Android,Samsung,Samsung,Sm-G990u,7,0,0,0,0,15,1
4279843,3ad25f7d-ff9d-4d64-a144-acb668c7163c,2025-11-09,0,Monthly,App,Google,,55-64,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",5,Intermediate,lose weight and tone,,"[
  ""Bachata"",
  ""Cumbia"",
  ""Disco"",
  ""Hip Hop"",
  ""House"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",3.14.0,Android,Google,Google,Pixel 9 Pro,0,1,1,0.0971,27.8,14,1
4292869,469e96e8-5afe-43dd-b6bb-8f23fbcdccc1,2025-11-16,0,Monthly,Web,App to Web,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",3,Beginner,Start my fitness journey,,"[
  ""Chill Out"",
  ""Disco"",
  ""Hip Hop"",
  ""Pop"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone13,2",0,1,1,1,27.8,7,1
4282042,f3b0bf04-102e-468c-bcf4-01f65cc2db9c,2025-11-17,7,Annual,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",5,Intermediate,lose weight and tone,,"[
  ""Cumbia"",
  ""Hip Hop"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",,iOS,,,,,0,0,0,0,6,1
4267791,e150461a-ff43-4a9e-b028-b0c04d02a269,2025-11-09,7,Annual,App,Apple,,35-44,female,Germany,Rest of the World,Europe,,"[
  ""High""
]",3,Advanced,lose weight and tone,,,2,iOS,Apple,Apple,"Ipad13,1",7,0,0,0,0,14,1
4282790,a7ededdc-4fc3-4b66-86c7-4b2c56893ad8,2025-11-11,0,Monthly,Web,App to Web,,45-54,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",5,Intermediate,lose weight and tone,,"[
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""Reggaeton"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone17,2",0,5,1,0.6707,39.894444444,12,1
4282239,7feb1287-aea1-4530-b8c9-ca49d36d6e3b,2025-11-12,0,Annual,App,Google,,35-44,female,Brazil,Rest of the World,LATAM,,"[
  ""High""
]",,Beginner,lose weight and tone,,"[
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Disco"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""World Rhythms""
]",3.13.1,Android,Samsung,Samsung,Sm-A546e,2,2,0,0,50.041666667,11,1
4267609,0e85be27-48c5-4cf9-ad73-9886cca58b16,2025-11-09,7,Annual,Web,Stripe,,35-44,female,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Disco"",
  ""Hip Hop"",
  ""Pop""
]",2,iOS,Apple,Apple,"Iphone16,2",7,0,0,0,0,14,1
4280381,93ef606c-cb41-414f-b61b-f539e1cdffea,2025-11-09,0,Monthly,App,Apple,,45-54,female,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Disco"",
  ""Hip Hop"",
  ""Pop"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone14,5",0,8,8,0.857375,27.1875,14,1
4220471,b919772b-49d3-474e-8f86-304277c82e64,2025-11-09,0,Monthly,Web,App to Web,,,,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",2,Beginner,reduce stress,,[],2,iOS,Apple,Apple,"Iphone15,4",0,0,0,0,0,14,1
4290321,16bc59a2-3a35-473f-a37d-bde0adf018ff,2025-11-15,0,Monthly,Web,App to Web,,55-64,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",4,Beginner,Start my fitness journey,,"[
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Salsa"",
  ""Techno"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone14,8",0,4,4,0.29035,12.016666667,8,1
4273593,bec804e6-5416-4677-a1ec-9fdb27a752b9,2025-11-22,7,Annual,App,Apple,,45-54,female,Austria,Rest of the World,Europe,,"[
  ""High""
]",3,Advanced,,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Cumbia"",
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""Techno"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone14,5",17,0,0,0,0,1,1
4293608,4da61138-388d-4074-8999-fe27d825f379,2025-11-17,0,Monthly,Web,Stripe,,35-44,female,Ukraine,Rest of the World,Europe,,"[
  ""Medium""
]",5,Intermediate,lose weight and tone,,"[
  ""Pop""
]",,iOS,,,,,0,0,0,0,6,1
4290360,88281f89-9bc7-465b-9784-55a4e8d5e2db,2025-11-15,0,Monthly,App,Apple,,55-64,female,Canada,"Canada, Great Britain & United States",North America,,,,,Start my fitness journey,,,2,iOS,Apple,Apple,"Iphone16,1",0,7,4,0.715675,18.886363636,8,1
4276242,567b091b-1f6b-4d05-ae64-fe2567803a94,2025-11-14,7,Annual,App,Google,,35-44,female,France,Rest of the World,Europe,,"[
  ""High""
]",,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Electronic"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""Techno""
]",3.13.1,Android,Samsung,Samsung,Sm-F966u1,7,0,0,0,0,9,1
3934688,5a8ef886-3ce1-44aa-a42d-77a587d6cdb7,2025-11-19,0,Monthly,Web,Stripe,,,,Sweden,Rest of the World,Europe,,"[
  ""High""
]",2,Advanced,lose weight and tone,,"[
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Electronic"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Reggae"",
  ""Salsa"",
  ""Techno""
]",6,iOS,Apple,Apple,"Iphone15,2",189,15,5,0.62622,33.876666667,4,1
2862283,b32d39ba-e412-4bd4-80b7-bb216e35ff37,2025-11-21,7,Annual,Web,App to Web,,,,United States of America,"Canada, Great Britain & United States",North America,Virtual Classes,"[
  ""Medium""
]",3,Beginner,,"[
  ""Following instructors"",
  ""Finding local classes I love"",
  ""Taking classes at home"",
  ""Tracking heart rate & calories with my watch"",
  ""Tracking activity streaks"",
  ""New Music"",
  ""Learning dances""
]","[
  ""Bachata"",
  ""Cumbia"",
  ""Funk"",
  ""Hip Hop"",
  ""Merengue"",
  ""Reggae"",
  ""Reggaeton"",
  ""Rock"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone14,8",647,0,0,0,0,2,1
2210118,0fdcfd48-3a7c-448d-ad64-3cd35a6e8d42,2025-11-16,7,Annual,Web,App to Web,,,,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Afrobeats"",
  ""Alternative"",
  ""Bachata"",
  ""Belly Dance"",
  ""Bhangra"",
  ""Bollywood"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggae"",
  ""Reggaeton"",
  ""Salsa"",
  ""Soca""
]",2,iOS,Apple,Apple,"Iphone18,1",332,0,0,0,0,7,1
4273505,0af90feb-fd57-4f91-a0e9-08944865df9b,2025-11-12,7,Annual,Web,App to Web,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium"",
  ""Low""
]",6,Beginner,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Electronic"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Salsa"",
  ""Techno"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone17,2",7,0,0,0,0,11,1
4262318,843dc8c2-9af0-498b-9ba3-ba5f2adf9e0e,2025-11-20,0,Annual,Web,Stripe,Rejoin,35-44,female,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""Low"",
  ""Medium"",
  ""High""
]",3,Intermediate,lose weight and tone,,"[
  ""Brazilian Rhythms"",
  ""Chill Out"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Salsa"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Ipad8,1",22,1,1,0.9995,31.033333333,3,1
4268721,d6f64898-294b-4339-a193-359d72868ad8,2025-11-09,7,Annual,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""Techno""
]",2,iOS,Apple,Apple,"Iphone14,8",7,0,0,0,0,14,1
2787032,2c56255d-fd98-4979-97ca-412ca321fa71,2025-11-17,7,Annual,App,Apple,,,,Egypt,Rest of the World,ME-A,In Person & Virtual Classes,"[
  ""Medium""
]",5,Beginner,,"[
  ""Finding local classes I love"",
  ""Earning Badges"",
  ""Tracking activity streaks"",
  ""Receiving class reminders"",
  ""Learning dances""
]","[
  ""Caribbean Rhythms"",
  ""Hip Hop"",
  ""Pop"",
  ""Reggaeton""
]",6,iOS,Apple,Apple,"Iphone15,4",683,10,10,0.78387,16.17,6,1
4290062,a8af1994-c5e0-4b85-99e7-aa35da62fba5,2025-11-22,7,Annual,Web,Stripe,,45-54,female,Finland,Rest of the World,Europe,,"[
  ""Medium""
]",2,Beginner,lose weight and tone,,"[
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Disco"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",3.14.0,Android,Lenovo,Lenovo,Tb330fu,7,4,3,0.6726,32.071428571,1,1
4290833,0d96c212-ee52-4142-b9bb-f45b05721d33,2025-11-15,0,Monthly,App,Apple,,45-54,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Beginner,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Caribbean Rhythms"",
  ""Disco"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone16,2",0,7,1,0.5605,26.7375,8,1
4292670,cc458b5d-af7b-4704-844e-97ababdf154d,2025-11-16,0,Monthly,App,Google,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",,Beginner,lose weight and tone,,"[
  ""Disco"",
  ""Salsa""
]",3.13.1,Android,Samsung,Samsung,Sm-S908u,0,0,0,0,0,7,1
4288485,4da9b380-5b94-4a10-9b7b-8ce865e8d047,2025-11-21,7,Annual,Web,Stripe,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Salsa"",
  ""World Rhythms""
]",3.14.0,Android,Google,Google,Pixel 8a,7,0,0,0,0,2,1
4287637,fb476583-fade-4ce5-934c-c27d218e7b09,2025-11-20,7,Annual,App,Apple,,55-64,female,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""Medium""
]",4,Advanced,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Cumbia"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Reggaeton"",
  ""Salsa"",
  ""Techno""
]",2,iOS,Apple,Apple,"Iphone13,2",7,0,0,0,0,3,1
3845949,70015bd3-d9a3-47c1-83ff-917a91223289,2025-11-16,7,Annual,Web,Stripe,,35-44,female,Canada,"Canada, Great Britain & United States",North America,,"[
  ""Medium"",
  ""High""
]",5,Intermediate,lose weight and tone,,"[
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Salsa"",
  ""World Rhythms""
]",3.14.0,Android,Google,Google,Pixel 7,223,6,7,0.9991857143,29.173076923,7,1
4298751,ae814d3a-a68b-446b-bffd-cd2461654da9,2025-11-20,0,Monthly,App,Apple,,35-44,female,Brazil,Rest of the World,LATAM,,"[
  ""Low""
]",5,Beginner,Start my fitness journey,,"[
  ""Afro Rhythms"",
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Cumbia"",
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""Techno"",
  ""World Rhythms""
]",6,iOS,Apple,Apple,"Iphone14,7",0,12,9,0.6109222222,24.151587302,3,1
4287816,fa7b4df7-e731-4d6c-82cc-73f7b8f15b05,2025-11-20,7,Annual,Web,App to Web,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Intermediate,lose weight and tone,,"[
  ""Afro Rhythms"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Electronic"",
  ""Hip Hop"",
  ""Reggaeton"",
  ""Techno"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone18,1",7,0,0,0,0,3,1
4267082,793aab2f-06be-462c-8dcd-28988a06b8be,2025-11-16,7,Annual,Web,Stripe,,,,Australia,Rest of the World,APAC (excl. India),,,,,,,,3.13.1,Android,Samsung,Samsung,Sm-A346e,14,0,0,0,0,7,1
4277273,caa2a13d-da8b-4a4e-a381-b341eecac459,2025-11-14,7,Annual,App,Apple,,25-34,female,United Kingdom,"Canada, Great Britain & United States",Europe,,"[
  ""Medium""
]",3,Beginner,Start my fitness journey,,"[
  ""Afro Rhythms"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Disco"",
  ""Hip Hop"",
  ""House"",
  ""Pop"",
  ""Reggaeton"",
  ""World Rhythms""
]",2,iOS,Apple,Apple,"Iphone17,3",7,3,0,0,13.916666667,9,1
3880817,17bcf8c5-463d-4a31-aa15-3c32b387e77f,2025-11-14,7,Annual,Web,App to Web,,,,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",5,Beginner,Have some fun,,"[
  ""Alternative"",
  ""Belly Dance"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Rock""
]",2,iOS,Apple,Apple,"Iphone16,2",207,2,2,0.9995,31.416666667,9,1
4279090,64413d34-0276-4383-b935-ac1536ab0493,2025-11-09,0,Monthly,App,Apple,,65+,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",5,Beginner,lose weight and tone,,"[
  ""Pop""
]",2,iOS,Apple,Apple,"Ipad16,3",0,1,0,0,13.916666667,14,1
4268900,14d00639-531a-4d0f-8c9e-83fdd30e95bc,2025-11-09,7,Annual,Web,App to Web,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",,Beginner,lose weight and tone,,"[
  ""Hip Hop"",
  ""Pop""
]",2,iOS,Apple,Apple,"Iphone15,4",7,0,0,0,0,14,1
4279999,c7538851-7523-4a6a-a16c-f33a5f31708c,2025-11-09,0,Monthly,Web,App to Web,,65+,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Low""
]",3,Intermediate,Have some fun,,"[
  ""Pop""
]",2,iOS,Apple,Apple,"Iphone14,7",0,0,0,0,0,14,1
4293773,7f0fc6bb-2080-4656-a5bf-0ec51701dac5,2025-11-17,0,Monthly,Web,Stripe,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Beginner,,,"[
  ""Bachata"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",3.13.1,Android,Samsung,Samsung,Sm-S911u,0,0,0,0,0,6,1
4216569,82ee2a3f-b2fc-463d-8f34-6de967a2da58,2025-11-09,7,Annual,Web,Stripe,,55-64,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",,Intermediate,lose weight and tone,,"[
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",3.13.1,Android,Google,Google,Pixel 7,7,5,4,0.497325,17.601851852,14,1
4279503,b76d472b-14e4-4702-b011-5fe94950442c,2025-11-09,0,Monthly,App,Apple,,35-44,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",5,Beginner,lose weight and tone,,"[
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""Pop""
]",2,iOS,Apple,Apple,"Iphone17,2",0,1,0,0,13.916666667,14,1
4284352,854048fa-0987-43c1-a1a0-ab15860bdd7d,2025-11-11,0,Monthly,Web,App to Web,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",3,Beginner,lose weight and tone,,"[
  ""Chill Out"",
  ""Pop"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone15,4",0,4,2,0.54575,25.377777778,12,1
4282616,dba74625-5c4d-4ae6-86d6-8ade97d17b57,2025-11-10,0,Monthly,App,Apple,,55-64,female,United States of America,"Canada, Great Britain & United States",North America,,,3,Beginner,,,"[
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone15,3",0,3,2,0.4994,12.396666667,13,1
4266402,2a718b27-4437-425b-8189-a9d20987ed3d,2025-11-08,7,Annual,Web,Stripe,,35-44,female,Mexico,Rest of the World,LATAM,,"[
  ""Low"",
  ""Medium""
]",3,Beginner,reduce stress,,"[
  ""Chill Out"",
  ""Electronic"",
  ""Hip Hop"",
  ""Pop"",
  ""Salsa"",
  ""World Rhythms""
]",3.13.1,Android,Google,Google,Pixel 10 Pro,7,0,0,0,0,15,1
4279040,89dc1925-e868-4b0f-9903-09768470b830,2025-11-15,7,Monthly,Web,Stripe,,25-34,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",5,Beginner,lose weight and tone,,"[
  ""Bachata"",
  ""Caribbean Rhythms"",
  ""Chill Out"",
  ""Cumbia"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa""
]",2,iOS,Apple,Apple,"Iphone15,2",7,0,0,0,0,8,1
4282450,7b9d225b-407b-45fa-980c-f197968ae0d8,2025-11-21,7,Annual,App,Google,,55-64,female,United States of America,"Canada, Great Britain & United States",North America,,"[
  ""Medium""
]",4,Advanced,Have some fun,,"[
  ""Bachata"",
  ""Chill Out"",
  ""Disco"",
  ""Electronic"",
  ""Hip Hop"",
  ""House"",
  ""Pop"",
  ""Salsa"",
  ""Techno""
]",3.14.0,Android,Samsung,Samsung,Sm-G973u,7,0,0,0,0,2,1
4273340,0bbc9d7f-ab14-4f00-bbda-90c5488de00a,2025-11-12,7,Annual,App,Google,,35-44,,Albania,Rest of the World,Europe,,"[
  ""Medium""
]",,Beginner,,,"[
  ""Bachata"",
  ""Brazilian Rhythms"",
  ""Caribbean Rhythms"",
  ""Cumbia"",
  ""Disco"",
  ""Hip Hop"",
  ""Merengue"",
  ""Pop"",
  ""Reggaeton"",
  ""Salsa"",
  ""World Rhythms""
]",3.13.1,Android,Samsung,Samsung,Sm-G991b,7,0,0,0,0,11,1
